路線去回,中文站點名稱,time
272繞去程,山頂,5
272繞去程,電信局前,3
272繞去程,中正里,4
272繞去程,郵局,6
272繞去程,下新社,6
272繞去程,新社,2
272繞去程,頂新社,3
272繞去程,新社高中,2
272繞去程,擺頭店,6
272繞去程,復盛橋,5
272繞去程,種苗繁殖場,6
272繞去程,大南,4
272繞去程,內觀中心,6
272繞去程,廖厝,6
272繞去程,水頭,6
272繞去程,國隆社區,2
272繞去程,馬力埔,2
272繞去程,活動中心,4
272繞去程,教堂前,4
272繞去程,新二村,5
272繞去程,陳厝,3
272繞去程,下中興嶺,6
272繞去程,營區前,4
272繞去程,中興嶺,6
272繞去程,天主教堂,5
272繞去程,受奉宮,3
272繞去程,崁頂,5
272繞去程,中央,2
272繞去程,中路,2
272繞去程,水井,5
272繞去程,水井,3
272繞去程,中路,4
272繞去程,中央,4
272繞去程,崁頂,6
272繞去程,受奉宮,2
272繞去程,天主教堂,5
272繞去程,中興嶺,3
272繞去程,上中興嶺,6
272繞去程,頭嵙口,6
272繞去程,四村口,4
272繞去程,新四村,4
272繞去程,三嵙口,2
272繞去程,大嵙口,5
272繞去程,新五村,4
272繞去程,茅埔角,6
272繞去程,食水井,6
272繞去程,南華莊,4
272繞去程,崎頂(南華街),4
272繞去程,梅園,5
272繞去程,池上,3
272繞去程,龍泉,3
272繞去程,龍泉下,3
272繞去程,伯公前,6
272繞去程,茄苳寮,4
272繞回程,茄苳寮,2
272繞回程,伯公前,2
272繞回程,龍泉下,3
272繞回程,龍泉,3
272繞回程,池上,2
272繞回程,梅園,4
272繞回程,崎頂(南華街),2
272繞回程,南華莊,5
272繞回程,食水井,2
272繞回程,茅埔角,3
272繞回程,新五村,3
272繞回程,大嵙口,4
272繞回程,三嵙口,6
272繞回程,新四村,2
272繞回程,四村口,6
272繞回程,頭嵙口,6
272繞回程,上中興嶺,4
272繞回程,中興嶺,5
272繞回程,營區前,6
272繞回程,下中興嶺,3
272繞回程,陳厝,2
272繞回程,新二村,2
272繞回程,教堂前,4
272繞回程,活動中心,6
272繞回程,馬力埔,4
272繞回程,國隆社區,5
272繞回程,水頭,4
272繞回程,廖厝,3
272繞回程,內觀中心,2
272繞回程,大南,2
272繞回程,種苗繁殖場,4
272繞回程,復盛橋,6
272繞回程,擺頭店,4
272繞回程,新社高中,4
272繞回程,新社新村,5
272繞回程,頂新社,3
272繞回程,新社,2
272繞回程,下新社,4
272繞回程,郵局,4
272繞回程,中正里,6
272繞回程,電信局前,5
272繞回程,山頂,3
272繞回程,果菜市場,6
272繞回程,南眉,6
272繞回程,土牛(和盛街),6
272繞回程,東勢游泳池,3
272繞回程,東勢,4
273去程,新五村,3
273去程,茅埔角,3
273去程,食水井,4
273去程,南華莊,2
273去程,崎頂(南華街),6
273去程,梅園,6
273去程,池上,4
273去程,龍泉,6
273去程,龍泉下,2
273去程,伯公前,5
273去程,茄苳寮,2
273回程,茄苳寮,5
273回程,伯公前,3
273回程,龍泉下,6
273回程,龍泉,5
273回程,池上,5
273回程,梅園,3
273回程,崎頂(南華街),4
273回程,南華莊,2
273回程,食水井,5
273回程,茅埔角,5
273回程,新五村,4
275去程,東勢,5
275去程,東勢老人會館,5
275去程,東新國中,2
275去程,新豐新寧街口,4
275去程,土牛(和盛街),2
275去程,南眉,2
275去程,果菜市場,5
275去程,山頂,5
275去程,電信局前,6
275去程,中正里,6
275去程,郵局,5
275去程,下新社,3
275去程,新社,2
275去程,市場前,4
275去程,土城,4
275去程,月湖里,4
275去程,伯公崎,4
275去程,股份園路口,2
275去程,下水底寮,4
275去程,新七村,2
275去程,下東興,3
275去程,東興,4
275去程,頂東興,3
275去程,何厝(興社街),6
275去程,大排,3
275去程,南華,2
275去程,伯公廟,6
275去程,矮山坪,4
275去程,新六村,5
275去程,湖興,6
275去程,平崎,5
275去程,下十股林,6
275去程,十股林,3
275去程,下中和,6
275去程,中和國小,2
275去程,中和(中興街),6
275回程,中和(中興街),6
275回程,中和國小,2
275回程,下中和,3
275回程,十股林,6
275回程,下十股林,2
275回程,平崎,5
275回程,湖興,6
275回程,新六村,4
275回程,矮山坪,5
275回程,伯公廟,5
275回程,南華,3
275回程,大排,5
275回程,何厝(興社街),6
275回程,頂東興,6
275回程,東興,3
275回程,下東興,5
275回程,新七村,2
275回程,下水底寮,3
275回程,股份園路口,6
275回程,伯公崎,2
275回程,月湖里,6
275回程,土城,3
275回程,市場前,5
275回程,新社,6
275回程,下新社,2
275回程,郵局,2
275回程,中正里,3
275回程,電信局前,5
275回程,山頂,3
275回程,果菜市場,2
275回程,南眉,3
275回程,土牛(和盛街),6
275回程,東勢游泳池,2
275回程,東勢,4
275區去程,郵局,5
275區去程,月湖里,4
275區去程,伯公崎,5
275區去程,股份園路口,2
275區去程,下水底寮,5
275區去程,新七村,2
275區去程,下東興,5
275區去程,東興,2
275區去程,頂東興,4
275區去程,何厝(興社街),4
275區去程,大排,6
275區去程,南華,2
275區去程,伯公廟,4
275區去程,矮山坪,5
275區去程,新六村,5
275區去程,湖興,6
275區去程,平崎,6
275區去程,下十股林,5
275區去程,十股林,6
275區去程,下中和,5
275區去程,中和國小,2
275區去程,中和(中興街),3
275區回程,中和(中興街),4
275區回程,中和國小,5
275區回程,下中和,4
275區回程,十股林,5
275區回程,下十股林,4
275區回程,平崎,4
275區回程,湖興,5
275區回程,新六村,5
275區回程,矮山坪,5
275區回程,伯公廟,3
275區回程,南華,4
275區回程,大排,4
275區回程,何厝(興社街),5
275區回程,頂東興,5
275區回程,東興,2
275區回程,下東興,4
275區回程,新七村,3
275區回程,下水底寮,3
275區回程,股份園路口,4
275區回程,伯公崎,3
275區回程,月湖里,4
275區回程,土城,5
275區回程,市場前,3
275區回程,新社,4
275區回程,下新社,6
275區回程,郵局,2
276去程,東勢,6
276去程,東勢老人會館,5
276去程,東新國中,6
276去程,新豐新寧街口,5
276去程,土牛(和盛街),5
276去程,南眉,3
276去程,果菜市場,4
276去程,山頂,6
276去程,電信局前,5
276去程,中正里,5
276去程,郵局,6
276去程,下新社,6
276去程,新社,5
276去程,頂新社,5
276去程,新社高中,3
276去程,擺頭店,5
276去程,復盛橋,3
276去程,種苗繁殖場,2
276去程,興中大復街口,6
276去程,大南國小,6
276去程,新三村,2
276去程,興中山莊,5
276去程,水利會,6
276去程,新二村,2
276去程,陳厝,5
276去程,下中興嶺,5
276去程,營區前,4
276去程,中興嶺,5
276去程,內湖,6
276去程,單冬,3
276去程,大崎下,5
276去程,田螺湖,5
276去程,雙連坪,6
276去程,民德橋,6
276去程,昌龍橋,6
276去程,三角埔(東山路),3
276去程,復興橋,5
276去程,東山樂園,5
276去程,荔園,6
276去程,福慧寺,3
276去程,觀光果園,2
276去程,普陀精舍,5
276去程,大坑國小,5
276去程,貴城山莊,2
276去程,三貴城,5
276去程,龜山農場,4
276去程,青山社區,6
276去程,清水橋,4
276去程,聖壽宮,3
276去程,大坑圓環,2
276去程,逢甲橋,4
276去程,梨仔園,3
276去程,台電東山所,2
276去程,圓山新村,4
276去程,正覺寺,2
276去程,東山建和路口,2
276去程,和平里(東山路),6
276去程,軍功里,5
276去程,建功國小,6
276去程,大華新村,5
276去程,水景頭,6
276去程,三和社區,2
276去程,水景里,2
276去程,玫瑰新村,6
276去程,東山旱溪西路口,6
276去程,東光國小,5
276去程,聯安醫院,3
276去程,大坑口,3
276去程,三光國中,2
276去程,北屯,6
276去程,北屯國小(北屯路),5
276去程,監理站,3
276去程,寶覺寺,3
276去程,新民高中(三民路),2
276去程,莒光新城,5
276去程,臺灣體大體育場,3
276去程,臺中一中,5
276去程,臺灣體大游泳池,4
276去程,臺中公園(雙十路),5
276去程,干城站,3
276去程,臺中火車站,3
276去程,民權繼光街口,6
276去程,臺中女中,4
276去程,地方法院,3
276去程,公館公園(自由路),5
276去程,奉順宮,5
276去程,三民西民興街口,2
276去程,三民西柳川東路口,4
276去程,豐富公園,6
276去程,愛心家園醫務室,6
276回程,愛心家園醫務室,2
276回程,豐富公園,4
276回程,三民西柳川東路口,4
276回程,三民西民興街口,2
276回程,奉順宮,2
276回程,公館公園(自由路),4
276回程,地方法院,5
276回程,臺中女中,4
276回程,民權繼光街口,2
276回程,臺中火車站,6
276回程,干城站,3
276回程,臺中公園(雙十路),3
276回程,臺灣體大游泳池,4
276回程,臺中一中,5
276回程,臺灣體大體育場,6
276回程,莒光新城,4
276回程,新民高中(三民路),4
276回程,寶覺寺,4
276回程,監理站,5
276回程,北屯國小(北屯路),5
276回程,北屯,5
276回程,三光國中,6
276回程,大坑口,4
276回程,聯安醫院,2
276回程,東光國小,4
276回程,東山旱溪西路口,3
276回程,玫瑰新村,2
276回程,水景里,6
276回程,三和社區,6
276回程,水景頭,5
276回程,大華新村,2
276回程,建功國小,6
276回程,軍功里,4
276回程,和平里(東山路),5
276回程,東山建和路口,6
276回程,正覺寺,4
276回程,圓山新村,3
276回程,台電東山所,2
276回程,梨仔園,6
276回程,逢甲橋,6
276回程,大坑圓環,5
276回程,聖壽宮,4
276回程,清水橋,6
276回程,青山社區,2
276回程,龜山農場,4
276回程,三貴城,4
276回程,貴城山莊,4
276回程,大坑國小,6
276回程,普陀精舍,4
276回程,觀光果園,3
276回程,福慧寺,2
276回程,荔園,5
276回程,東山樂園,2
276回程,復興橋,5
276回程,三角埔(東山路),5
276回程,昌龍橋,5
276回程,民德橋,2
276回程,雙連坪,2
276回程,田螺湖,5
276回程,大崎下,4
276回程,單冬,3
276回程,內湖,3
276回程,中興嶺,3
276回程,營區前,3
276回程,下中興嶺,6
276回程,陳厝,3
276回程,新二村,6
276回程,水利會,5
276回程,興中山莊,3
276回程,新三村,5
276回程,大南國小,5
276回程,興中大復街口,4
276回程,種苗繁殖場,5
276回程,復盛橋,5
276回程,擺頭店,6
276回程,新社高中,4
276回程,頂新社,4
276回程,新社,3
276回程,下新社,4
276回程,郵局,5
276回程,中正里,6
276回程,電信局前,4
276回程,山頂,3
276回程,果菜市場,2
276回程,南眉,5
276回程,土牛(和盛街),2
276回程,東勢游泳池,6
276回程,東勢,4
277去程,東勢,4
277去程,東勢老人會館,4
277去程,東新國中,2
277去程,新豐新寧街口,5
277去程,土牛(和盛街),5
277去程,南眉,6
277去程,果菜市場,3
277去程,山頂,4
277去程,電信局前,2
277去程,中正里,4
277去程,郵局,6
277去程,下新社,5
277去程,新社,2
277去程,市場前,2
277去程,土城,6
277去程,慈光新村,3
277去程,活動中心,3
277去程,大南國小,2
277去程,新三村,6
277去程,興中山莊,6
277去程,水利會,2
277去程,新二村,2
277去程,陳厝,5
277去程,下中興嶺,4
277去程,營區前,3
277去程,中興嶺,6
277去程,內湖,3
277去程,單冬,5
277去程,大崎下,5
277去程,田螺湖,3
277去程,雙連坪,4
277去程,民德橋,3
277去程,昌龍橋,4
277去程,三角埔(東山路),2
277去程,復興橋,6
277去程,東山樂園,5
277去程,荔園,3
277去程,福慧寺,2
277去程,觀光果園,5
277去程,普陀精舍,5
277去程,大坑國小,4
277去程,貴城山莊,6
277去程,三貴城,6
277去程,龜山農場,3
277去程,青山社區,4
277去程,清水橋,5
277去程,聖壽宮,6
277去程,大坑圓環,4
277去程,逢甲橋,5
277去程,梨仔園,2
277去程,台電東山所,4
277去程,圓山新村,2
277去程,正覺寺,6
277去程,東山建和路口,5
277去程,和平里(東山路),5
277去程,軍功里,2
277去程,建功國小,3
277去程,大華新村,6
277去程,水景頭,2
277去程,三和社區,5
277去程,水景里,6
277去程,玫瑰新村,5
277去程,東山旱溪西路口,6
277去程,東光國小,4
277去程,聯安醫院,5
277去程,大坑口,5
277去程,三光國中,2
277去程,北屯,6
277去程,北屯國小(北屯路),6
277去程,監理站,6
277去程,寶覺寺,5
277去程,新民高中(三民路),6
277去程,莒光新城,4
277去程,臺灣體大體育場,2
277去程,臺中一中,3
277去程,臺灣體大游泳池,2
277去程,臺中公園(雙十路),4
277去程,干城站,2
277去程,臺中火車站,2
277去程,民權繼光街口,4
277去程,臺中女中,2
277去程,地方法院,5
277去程,公館公園(自由路),3
277去程,奉順宮,3
277去程,三民西民興街口,4
277去程,三民西柳川東路口,5
277去程,豐富公園,2
277去程,愛心家園醫務室,4
277回程,愛心家園醫務室,2
277回程,豐富公園,2
277回程,三民西柳川東路口,4
277回程,三民西民興街口,4
277回程,奉順宮,4
277回程,公館公園(自由路),4
277回程,地方法院,6
277回程,臺中女中,6
277回程,民權繼光街口,2
277回程,臺中火車站,2
277回程,干城站,5
277回程,臺中公園(雙十路),6
277回程,臺灣體大游泳池,3
277回程,臺中一中,3
277回程,臺灣體大體育場,2
277回程,莒光新城,2
277回程,新民高中(三民路),5
277回程,寶覺寺,4
277回程,監理站,4
277回程,北屯國小(北屯路),6
277回程,北屯,6
277回程,三光國中,3
277回程,大坑口,3
277回程,聯安醫院,6
277回程,東光國小,2
277回程,東山旱溪西路口,5
277回程,玫瑰新村,4
277回程,水景里,5
277回程,三和社區,2
277回程,水景頭,2
277回程,大華新村,3
277回程,建功國小,5
277回程,軍功里,5
277回程,和平里(東山路),4
277回程,東山建和路口,5
277回程,正覺寺,2
277回程,圓山新村,2
277回程,台電東山所,5
277回程,梨仔園,4
277回程,逢甲橋,2
277回程,大坑圓環,3
277回程,聖壽宮,6
277回程,清水橋,6
277回程,青山社區,2
277回程,龜山農場,6
277回程,三貴城,3
277回程,貴城山莊,2
277回程,大坑國小,4
277回程,普陀精舍,3
277回程,觀光果園,3
277回程,福慧寺,2
277回程,荔園,5
277回程,東山樂園,2
277回程,復興橋,5
277回程,三角埔(東山路),4
277回程,昌龍橋,4
277回程,民德橋,4
277回程,雙連坪,2
277回程,田螺湖,5
277回程,大崎下,3
277回程,單冬,4
277回程,內湖,2
277回程,中興嶺,5
277回程,營區前,4
277回程,下中興嶺,6
277回程,陳厝,2
277回程,新二村,6
277回程,水利會,6
277回程,興中山莊,2
277回程,新三村,6
277回程,大南國小,6
277回程,活動中心,4
277回程,慈光新村,4
277回程,土城,2
277回程,市場前,6
277回程,新社,6
277回程,下新社,6
277回程,郵局,5
277回程,中正里,3
277回程,電信局前,4
277回程,山頂,4
277回程,果菜市場,2
277回程,南眉,2
277回程,土牛(和盛街),6
277回程,東勢游泳池,6
277回程,東勢,5
278去程,東勢,3
278去程,東勢老人會館,4
278去程,東新國中,6
278去程,新豐新寧街口,5
278去程,土牛(和盛街),6
278去程,南眉,5
278去程,果菜市場,2
278去程,山頂,5
278去程,電信局前,2
278去程,中正里,3
278去程,郵局,3
278去程,下新社,2
278去程,新社,2
278去程,頂新社,6
278去程,新社高中,4
278去程,擺頭店,3
278去程,復盛橋,5
278去程,種苗繁殖場,6
278去程,大南,4
278去程,內觀中心,4
278去程,廖厝,4
278去程,水頭,6
278去程,國隆社區,4
278去程,馬力埔,3
278去程,活動中心,6
278去程,教堂前,3
278去程,新二村,6
278去程,陳厝,3
278去程,下中興嶺,3
278去程,營區前,2
278去程,中興嶺,6
278去程,天主教堂,5
278去程,受奉宮,2
278去程,崁頂,3
278去程,中央,2
278去程,中路,4
278去程,水井,3
278回程,水井,4
278回程,中路,4
278回程,中央,2
278回程,崁頂,5
278回程,受奉宮,5
278回程,天主教堂,4
278回程,中興嶺,6
278回程,營區前,3
278回程,下中興嶺,2
278回程,陳厝,5
278回程,新二村,3
278回程,教堂前,5
278回程,活動中心,2
278回程,馬力埔,5
278回程,國隆社區,4
278回程,水頭,3
278回程,廖厝,2
278回程,內觀中心,6
278回程,大南,3
278回程,種苗繁殖場,3
278回程,復盛橋,2
278回程,擺頭店,2
278回程,新社高中,3
278回程,頂新社,3
278回程,新社,2
278回程,下新社,4
278回程,郵局,3
278回程,中正里,3
278回程,電信局前,6
278回程,山頂,5
278回程,果菜市場,4
278回程,南眉,4
278回程,土牛(和盛街),5
278回程,東勢游泳池,6
278回程,東勢,2
279去程,新社,4
279去程,頂新社,5
279去程,新社高中,3
279去程,擺頭店,5
279去程,復盛橋,3
279去程,種苗繁殖場,3
279去程,大南,6
279去程,內觀中心,2
279去程,廖厝,6
279去程,水頭,4
279去程,國隆社區,2
279去程,馬力埔,6
279去程,活動中心,5
279去程,教堂前,2
279去程,新二村,2
279去程,陳厝,3
279去程,下中興嶺,2
279去程,營區前,4
279去程,中興嶺,4
279去程,天主教堂,3
279去程,受奉宮,6
279去程,崁頂,2
279去程,中央,4
279去程,中路,6
279去程,水井,4
279回程,水井,2
279回程,中路,6
279回程,中央,2
279回程,崁頂,6
279回程,受奉宮,6
279回程,天主教堂,5
279回程,中興嶺,4
279回程,營區前,2
279回程,下中興嶺,5
279回程,陳厝,6
279回程,新二村,6
279回程,教堂前,5
279回程,活動中心,6
279回程,馬力埔,6
279回程,國隆社區,6
279回程,水頭,5
279回程,廖厝,3
279回程,內觀中心,2
279回程,大南,5
279回程,種苗繁殖場,2
279回程,復盛橋,3
279回程,擺頭店,5
279回程,新社高中,5
279回程,頂新社,2
279回程,新社,4
280去程,臺中二中(梅川東路),6
280去程,五權國中,5
280去程,中山堂,3
280去程,五權學士路口,6
280去程,一心市場,2
280去程,中友百貨,2
280去程,國立臺中科技大學,5
280去程,中興堂,4
280去程,臺中公園(雙十路),4
280去程,干城站,5
280去程,臺中火車站,2
280去程,臺中家商,2
280去程,臺中火車站(東站),2
280去程,新時代購物中心,3
280去程,大智忠孝路口,2
280去程,建成大振街口,6
280去程,新建國市場,6
280去程,漢聲電臺,5
280去程,東門橋,2
280去程,旱溪,2
280去程,太平橋前,2
280去程,下部仔,3
280去程,中油太平站,6
280去程,下太平,6
280去程,中太平,3
280去程,太平國小,5
280去程,新平永平路口,3
280去程,崇正寶宮,2
280去程,東平中平路口,4
280去程,東平國小(東平路),3
280去程,三叉,3
280去程,東平中興東路口,4
280去程,頂三叉,3
280去程,山腳(東平路),2
280去程,一江橋,4
280去程,腦館(光興路),5
280去程,仙宮府,5
280去程,茶寮,3
280去程,中茶寮,6
280去程,下茶寮,6
280去程,冬瓜山,2
280去程,福興橋,4
280去程,車籠埔,5
280去程,光隆,5
280去程,光興正光街口,5
280去程,七星,5
280去程,水井前,4
280去程,牛角坑,3
280去程,健康社區,6
280去程,竹仔坑,5
280去程,大愛一村,3
280去程,和大公司,5
280去程,金田公司,2
280去程,車站前,3
280去程,修平科技大學,4
280回程,修平科技大學,3
280回程,車站前,4
280回程,金田公司,5
280回程,和大公司,4
280回程,大愛一村,3
280回程,竹仔坑,6
280回程,健康社區,5
280回程,牛角坑,6
280回程,水井前,5
280回程,七星,3
280回程,光興正光街口,5
280回程,光隆,6
280回程,車籠埔,6
280回程,福興橋,4
280回程,冬瓜山,6
280回程,下茶寮,4
280回程,中茶寮,6
280回程,茶寮,6
280回程,仙宮府,5
280回程,腦館(光興路),5
280回程,一江橋,6
280回程,山腳(東平路),3
280回程,頂三叉,5
280回程,東平中興東路口,5
280回程,三叉,3
280回程,東平國小(東平路),6
280回程,東平中平路口,2
280回程,崇正寶宮,2
280回程,新平永平路口,6
280回程,太平國小,3
280回程,中太平,5
280回程,下太平,6
280回程,中油太平站,4
280回程,下部仔,3
280回程,太平橋前,2
280回程,旱溪,5
280回程,東門橋,2
280回程,漢聲電臺,2
280回程,新建國市場,5
280回程,建成大振街口,2
280回程,大智忠孝路口,3
280回程,新時代購物中心,3
280回程,臺中火車站(東站),5
280回程,臺中家商,2
280回程,臺中火車站,3
280回程,干城站,2
280回程,臺中公園(雙十路),5
280回程,中興堂,3
280回程,國立臺中科技大學,2
280回程,中友百貨,6
280回程,五權學士路口,6
280回程,中山堂,3
280回程,五權國中,6
280回程,臺中二中(梅川東路),6
281去程,干城站,4
281去程,臺中火車站,6
281去程,臺中酒廠(復興路),3
281去程,文化創意園區,6
281去程,林祖厝,4
281去程,復興有恆街口,2
281去程,第三分局,2
281去程,公共資訊圖書館(復興路),6
281去程,公共資訊圖書館(五權南路),3
281去程,五權南永和街口,5
281去程,永和社區,2
281去程,信義國小(五權南路),2
281去程,平和里,6
281去程,五權南忠明南路口,4
281去程,永和國宅,2
281去程,下橋仔,4
281去程,僑泰中學(高工路),4
281去程,新興橋,4
281去程,樹王福德路口,4
281去程,樹王里,2
281去程,下涼傘樹,4
281去程,頂大里,4
281去程,大里農會,2
281去程,大里國小,6
281去程,大里,2
281去程,瓦瑤,3
281去程,樹王,2
281去程,德昌社區,3
281去程,五光五中巷口,5
281去程,五光里,5
281去程,五張犁,5
281去程,福泰環中路口,6
281去程,福泰社區,5
281去程,東園里,2
281去程,東勢園,2
281去程,北溪心壩,4
281去程,溪心壩,4
281去程,溪南國中,2
281去程,北螺潭,5
281去程,石螺潭,6
281去程,南螺潭,4
281去程,溪南派出所,5
281去程,喀哩,6
281去程,集會所,4
281去程,萬應宮,3
281去程,錦埔,4
281去程,興台塑膠廠,4
281去程,四德,6
281去程,四德國小,5
281去程,水牛城,5
281去程,新厝(四德路),4
281去程,北柳,4
281去程,領鮮超市,3
281去程,頂北柳,5
281去程,佳興新村,5
281去程,霧峰國中,2
281去程,聖賢宮(四德路),6
281去程,樹仁育仁路口,3
281去程,福德宮,3
281去程,霧峰國小,4
281去程,教育部國教署,3
281去程,霧峰郵局,4
281去程,霧峰,3
281去程,中正草湖路口,6
281去程,甲寅,2
281去程,霧峰農工,2
281回程,霧峰農工,6
281回程,甲寅,6
281回程,中正草湖路口,2
281回程,霧峰,2
281回程,霧峰郵局,5
281回程,教育部國教署,5
281回程,霧峰國小,2
281回程,福德宮,3
281回程,樹仁育仁路口,6
281回程,聖賢宮(四德路),6
281回程,霧峰國中,4
281回程,佳興新村,3
281回程,頂北柳,2
281回程,領鮮超市,2
281回程,北柳,3
281回程,新厝(四德路),2
281回程,水牛城,3
281回程,四德國小,3
281回程,四德,6
281回程,興台塑膠廠,2
281回程,錦埔,4
281回程,萬應宮,5
281回程,集會所,2
281回程,喀哩,2
281回程,溪南派出所,6
281回程,南螺潭,5
281回程,石螺潭,2
281回程,北螺潭,3
281回程,溪南國中,5
281回程,溪心壩,3
281回程,北溪心壩,4
281回程,東勢園,2
281回程,東園里,4
281回程,福泰社區,6
281回程,福泰環中路口,5
281回程,五張犁,5
281回程,五光里,4
281回程,五光五中巷口,3
281回程,德昌社區,6
281回程,樹王,3
281回程,瓦瑤,2
281回程,大里,6
281回程,大里國小,6
281回程,大里農會,2
281回程,頂大里,5
281回程,下涼傘樹,4
281回程,樹王里,4
281回程,樹王福德路口,2
281回程,新興橋,6
281回程,僑泰中學(高工路),6
281回程,下橋仔,6
281回程,永和國宅,3
281回程,五權南忠明南路口,6
281回程,平和里,5
281回程,信義國小(五權南路),3
281回程,永和社區,2
281回程,五權南永和街口,3
281回程,公共資訊圖書館(五權南路),4
281回程,公共資訊圖書館(復興路),2
281回程,第三分局,2
281回程,復興有恆街口,6
281回程,林祖厝,6
281回程,文化創意園區,5
281回程,臺中酒廠(復興路),5
281回程,臺中火車站,4
281回程,干城站,5
281副去程,干城站,3
281副去程,臺中火車站,3
281副去程,臺中酒廠(復興路),3
281副去程,文化創意園區,6
281副去程,林祖厝,3
281副去程,復興有恆街口,6
281副去程,第三分局,4
281副去程,公共資訊圖書館(復興路),4
281副去程,公共資訊圖書館(五權南路),4
281副去程,五權南永和街口,2
281副去程,永和社區,6
281副去程,信義國小(五權南路),3
281副去程,平和里,3
281副去程,五權南忠明南路口,5
281副去程,永和國宅,3
281副去程,下橋仔,3
281副去程,僑泰中學(高工路),2
281副去程,新興橋,2
281副去程,樹王福德路口,5
281副去程,樹王里,5
281副去程,下涼傘樹,2
281副去程,頂大里,3
281副去程,大里農會,6
281副去程,大里國小,5
281副去程,大里,2
281副去程,瓦瑤,4
281副去程,樹王,6
281副去程,德昌社區,3
281副去程,五光五中巷口,6
281副去程,五光里,5
281副去程,五張犁,3
281副去程,五光國小,6
281副去程,前竹社區,6
281副去程,烏日停車場,6
281副去程,光德國中,4
281副去程,九張犁,3
281副去程,明道花園城,4
281副去程,明道中學,3
281副去程,烏日橋,3
281副去程,中和紡織,2
281副去程,中山五光路口,6
281副去程,烏日(中山路),2
281副去程,烏日國中(中山路),5
281副去程,新烏日火車站,5
281副去程,烏厝巷,5
281副去程,烏日國中(新興路),5
281副去程,烏日(新興路),3
281副去程,烏日區公所(新興路),3
281副去程,五光公園三街口,3
281副去程,五光復光六巷口,5
281副去程,五光復光五巷口,5
281副去程,五光復光四巷口,4
281副去程,福泰社區,4
281副去程,東園里,6
281副去程,東勢園,4
281副去程,北溪心壩,2
281副去程,溪心壩,3
281副去程,溪南國中,2
281副去程,北螺潭,3
281副去程,石螺潭,2
281副去程,南螺潭,4
281副去程,溪南派出所,4
281副去程,喀哩,4
281副去程,集會所,5
281副去程,萬應宮,2
281副去程,錦埔,3
281副去程,興台塑膠廠,2
281副去程,四德,3
281副去程,四德國小,6
281副去程,水牛城,5
281副去程,新厝(四德路),2
281副去程,北柳,2
281副去程,領鮮超市,5
281副去程,頂北柳,5
281副去程,佳興新村,6
281副去程,霧峰國中,5
281副去程,聖賢宮(四德路),3
281副去程,樹仁育仁路口,3
281副去程,福德宮,3
281副去程,霧峰國小,2
281副去程,教育部國教署,3
281副去程,霧峰郵局,5
281副去程,霧峰,4
281副去程,中正草湖路口,6
281副去程,甲寅,5
281副去程,霧峰農工,4
281副回程,霧峰農工,5
281副回程,甲寅,2
281副回程,中正草湖路口,4
281副回程,霧峰,3
281副回程,霧峰郵局,3
281副回程,教育部國教署,3
281副回程,霧峰國小,3
281副回程,福德宮,4
281副回程,樹仁育仁路口,3
281副回程,聖賢宮(四德路),3
281副回程,霧峰國中,6
281副回程,佳興新村,4
281副回程,頂北柳,6
281副回程,領鮮超市,3
281副回程,北柳,6
281副回程,新厝(四德路),2
281副回程,水牛城,6
281副回程,四德國小,2
281副回程,四德,3
281副回程,興台塑膠廠,4
281副回程,錦埔,2
281副回程,萬應宮,4
281副回程,集會所,5
281副回程,喀哩,4
281副回程,溪南派出所,5
281副回程,南螺潭,6
281副回程,石螺潭,5
281副回程,北螺潭,2
281副回程,溪南國中,3
281副回程,溪心壩,4
281副回程,北溪心壩,5
281副回程,東勢園,5
281副回程,東園里,5
281副回程,福泰社區,5
281副回程,五光復光四巷口,3
281副回程,五光復光五巷口,6
281副回程,五光復光六巷口,6
281副回程,五光公園三街口,4
281副回程,烏日區公所(新興路),6
281副回程,烏日(新興路),6
281副回程,烏日國中(新興路),5
281副回程,新烏日火車站,6
281副回程,烏厝巷,5
281副回程,烏日國中(中山路),3
281副回程,烏日(中山路),4
281副回程,中山五光路口,3
281副回程,中和紡織,3
281副回程,烏日橋,2
281副回程,明道中學,2
281副回程,明道花園城,2
281副回程,九張犁,5
281副回程,光德國中,6
281副回程,烏日停車場,6
281副回程,前竹社區,6
281副回程,五光國小,3
281副回程,五張犁,5
281副回程,五光里,4
281副回程,五光五中巷口,4
281副回程,德昌社區,5
281副回程,樹王,6
281副回程,瓦瑤,6
281副回程,大里,4
281副回程,大里國小,4
281副回程,大里農會,4
281副回程,頂大里,3
281副回程,下涼傘樹,3
281副回程,樹王里,2
281副回程,樹王福德路口,4
281副回程,新興橋,2
281副回程,僑泰中學(高工路),3
281副回程,下橋仔,4
281副回程,永和國宅,3
281副回程,五權南忠明南路口,4
281副回程,平和里,3
281副回程,信義國小(五權南路),5
281副回程,永和社區,4
281副回程,五權南永和街口,6
281副回程,公共資訊圖書館(五權南路),5
281副回程,公共資訊圖書館(復興路),3
281副回程,第三分局,4
281副回程,復興有恆街口,4
281副回程,林祖厝,5
281副回程,文化創意園區,2
281副回程,臺中酒廠(復興路),4
281副回程,臺中火車站,5
281副回程,干城站,6
282去程,亞洲大學安藤館,2
282去程,王厝,6
282去程,光復國中小(柳豐路),6
282去程,六股(中正路),2
282去程,山腳巷,3
282去程,六股庄,6
282去程,六股庄福德祠,2
